Demo_Task,Fiscal_Period,Employee_ID,Business_Unit,Department,Role,Entity,Cost_Center,Cost_Center_Name,Salary_AUD,Overtime_AUD,Benefits_AUD,Contractor_Cost_AUD,Total_Workforce_Cost_AUD,Hours_Worked,Utilisation_Percent,Output_Metric,Output_Volume,Revenue_or_Value_Supported_AUD,Labour_Cost_Per_Output,Performance_Rating,Risk_Flag,Recommended_Action,Linked_GL_Txn_ID,Source_File_Target
"IBM BOB 2 - Workforce",2026-03,EMP8736,Operations,Operations,"Operations Planner",AUS01,VIC,"Victoria Operations",6776.42,769.00,824.69,0.00,8370.11,148.0,67.6,flights_supported,52,640621.43,160.96,High,None,"No action",TXN005765,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6581,FP&A,FP&A,"Sales Manager",AUS01,WA,"Western Australia Operations",9462.57,1216.36,1072.71,0.00,11751.63,144.8,78.5,forecast_models,120,152420.35,97.93,Medium,None,"No action",TXN005766,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5639,Operations,Operations,"Operations Planner",AUS01,NT,"Northern Territory Operations",11929.42,1701.99,1192.04,0.00,14823.46,147.0,79.5,flights_supported,145,736843.72,102.23,High,None,"No action",TXN005767,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8960,Sales,Sales,"Revenue Analyst",AUS01,QLD,"Queensland Operations",9955.50,381.28,1763.48,0.00,12100.26,162.2,77.1,deals_supported,197,706476.15,61.42,Medium,None,"No action",TXN005768,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9624,Sales,Sales,"FP&A Manager",AUS01,R&D,"Research & Development",16046.75,1345.63,1639.06,0.00,19031.45,169.0,68.9,deals_supported,135,553543.55,140.97,Medium,None,"No action",TXN005769,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9320,Operations,Operations,"Data Engineer",AUS01,IT,"Information Technology",16819.64,316.63,2194.57,4895.11,24225.95,124.0,86.7,flights_supported,96,54398.87,252.35,Medium,None,"No action",TXN005770,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9591,Operations,Operations,"Finance Analyst",NZL01,VIC,"Victoria Operations",7958.62,773.42,1118.60,0.00,9850.64,173.5,75.0,flights_supported,99,408411.85,99.50,Medium,None,"No action",TXN005771,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3765,IT,IT,"Operations Planner",NZL01,ACT,"Australian Capital Territory",8027.35,82.12,1416.10,0.00,9525.57,179.1,59.6,tickets_resolved,180,18811.20,52.92,High,None,"No action",TXN005772,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1604,Procurement,Procurement,"Inventory Coordinator",AUS01,MKT,"Marketing & Sales",11190.20,956.72,1313.92,0.00,13460.84,177.8,66.3,pos_processed,210,55868.54,64.10,High,None,"No action",TXN005773,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4581,IT,IT,Controller,AUS01,R&D,"Research & Development",10879.95,1786.62,1581.03,0.00,14247.60,170.6,57.9,tickets_resolved,128,197916.94,111.31,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005774,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5120,Procurement,Procurement,"Revenue Analyst",AUS01,ACT,"Australian Capital Territory",17581.83,932.95,1668.46,5047.17,25230.41,157.5,86.2,pos_processed,157,104378.70,160.70,Medium,None,"No action",TXN005775,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4884,Procurement,Procurement,"Operations Planner",AUS01,HR,"Human Resources",11037.62,1297.95,1210.24,0.00,13545.81,129.6,67.5,pos_processed,154,218403.98,87.96,High,None,"No action",TXN005776,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7412,"Customer Care","Customer Care","Data Engineer",AUS01,R&D,"Research & Development",13316.61,2114.28,1810.06,0.00,17240.95,180.1,74.8,cases_resolved,139,145496.84,124.04,Low,None,"No action",TXN005777,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9147,"Customer Care","Customer Care","Inventory Coordinator",AUS01,QLD,"Queensland Operations",15031.95,634.64,1444.83,0.00,17111.42,134.2,79.3,cases_resolved,96,160461.52,178.24,Medium,None,"No action",TXN005778,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8456,"Customer Care","Customer Care","Inventory Coordinator",NZL01,SA,"South Australia Operations",7987.18,1215.60,1268.51,2623.46,13094.75,153.7,72.0,cases_resolved,45,93597.37,290.99,High,None,"No action",TXN005779,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6886,Sales,Sales,"Finance Analyst",AUS01,VIC,"Victoria Operations",14626.32,372.13,1870.26,0.00,16868.71,166.8,93.3,deals_supported,131,400067.10,128.77,Low,None,"No action",TXN005780,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2711,IT,IT,"Inventory Coordinator",AUS01,HR,"Human Resources",12054.26,1700.47,1207.09,0.00,14961.81,134.8,87.9,tickets_resolved,106,123011.00,141.15,Low,None,"No action",TXN005781,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3133,Operations,Operations,"Sales Manager",NZL01,SA,"South Australia Operations",13090.67,1988.15,1178.42,0.00,16257.23,168.5,83.5,flights_supported,223,545701.28,72.90,Low,None,"No action",TXN005782,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3095,Commercial,Commercial,Controller,AUS01,SA,"South Australia Operations",11235.41,459.75,1102.80,0.00,12797.96,141.1,90.5,revenue_cases,211,541186.20,60.65,High,None,"No action",TXN005783,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9102,Sales,Sales,"Procurement Specialist",AUS01,NSW,"New South Wales Operations",15973.71,2048.45,2552.75,0.00,20574.91,173.3,69.3,deals_supported,145,635178.44,141.90,Medium,None,"No action",TXN005784,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4819,Commercial,Commercial,"FP&A Manager",FJI01,OPS,"Operations & Logistics",7876.43,1691.77,1372.35,0.00,10940.55,138.3,69.2,revenue_cases,40,581638.63,273.51,Low,None,"No action",TXN005785,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5421,IT,IT,"Procurement Specialist",AUS01,QLD,"Queensland Operations",15498.58,1752.04,2200.98,0.00,19451.60,164.1,77.4,tickets_resolved,104,141853.49,187.03,Medium,None,"No action",TXN005786,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9862,IT,IT,"Inventory Coordinator",AUS01,TAS,"Tasmania Operations",16588.55,1319.37,2591.75,6181.46,26681.13,182.5,89.5,tickets_resolved,142,118130.25,187.90,Low,None,"No action",TXN005787,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5436,FP&A,FP&A,Controller,AUS01,IT,"Information Technology",7102.95,284.16,811.89,0.00,8199.00,154.6,62.3,forecast_models,138,87924.68,59.41,Medium,None,"No action",TXN005788,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1547,Commercial,Commercial,"Customer Service Lead",AUS01,SA,"South Australia Operations",9385.13,143.47,1217.69,0.00,10746.29,158.3,76.3,revenue_cases,122,830833.80,88.08,Medium,None,"No action",TXN005789,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2885,Operations,Operations,"Operations Planner",AUS01,FIN,"Finance & Accounting",17309.35,1138.63,2636.08,4323.90,25407.95,134.3,56.9,flights_supported,69,53706.39,368.23,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005790,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6628,Procurement,Procurement,"Finance Analyst",FJI01,MKT,"Marketing & Sales",15330.96,1170.74,1356.10,0.00,17857.80,166.9,87.7,pos_processed,257,143788.97,69.49,Medium,None,"No action",TXN005791,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1186,Procurement,Procurement,Controller,AUS01,CORP,"Corporate Head Office",14196.58,70.14,1225.77,0.00,15492.50,176.9,55.6,pos_processed,169,151189.00,91.67,High,"Low utilisation high cost","Review allocation / approve exception",TXN005792,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5805,IT,IT,"Data Engineer",AUS01,R&D,"Research & Development",17574.46,858.52,2540.27,0.00,20973.25,181.8,63.4,tickets_resolved,161,123606.95,130.27,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005793,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5594,Operations,Operations,"FP&A Manager",FJI01,NSW,"New South Wales Operations",7025.28,1475.07,1040.36,7404.71,16945.42,141.6,59.4,flights_supported,102,475787.33,166.13,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005794,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8947,Procurement,Procurement,"Sales Manager",AUS01,NSW,"New South Wales Operations",11830.92,1245.17,1947.50,4568.63,19592.22,155.1,61.9,pos_processed,86,39856.31,227.82,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005795,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6595,Sales,Sales,"FP&A Manager",NZL01,NT,"Northern Territory Operations",8500.24,977.27,1353.91,0.00,10831.42,155.9,94.0,deals_supported,155,172221.01,69.88,Low,None,"No action",TXN005796,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2227,FP&A,FP&A,"Operations Planner",AUS01,OPS,"Operations & Logistics",9493.55,1905.17,1441.04,0.00,12839.76,141.2,66.0,forecast_models,64,167727.74,200.62,Medium,None,"No action",TXN005797,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4449,IT,IT,"Inventory Coordinator",AUS01,QLD,"Queensland Operations",13867.82,536.39,1345.89,0.00,15750.10,129.1,92.0,tickets_resolved,177,122042.63,88.98,High,None,"No action",TXN005798,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8792,Procurement,Procurement,"Finance Analyst",AUS01,SA,"South Australia Operations",10377.37,348.69,1826.64,0.00,12552.71,173.9,93.1,pos_processed,219,145391.07,57.32,Medium,None,"No action",TXN005799,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6792,Sales,Sales,"Finance Analyst",AUS01,ACT,"Australian Capital Territory",11443.68,1212.84,1925.65,0.00,14582.16,124.2,55.1,deals_supported,109,503107.05,133.78,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005800,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9147,IT,IT,"Finance Analyst",AUS01,NT,"Northern Territory Operations",17068.51,104.83,2322.59,0.00,19495.92,152.4,87.6,tickets_resolved,223,111230.08,87.43,Low,None,"No action",TXN005801,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6910,Finance,Finance,"Finance Analyst",AUS01,MKT,"Marketing & Sales",12522.43,1116.41,1505.73,0.00,15144.56,144.7,60.7,close_tasks,115,47414.97,131.69,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005802,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1043,Procurement,Procurement,"Sales Manager",AUS01,QLD,"Queensland Operations",9817.54,603.88,1542.28,0.00,11963.70,122.2,93.4,pos_processed,141,227194.08,84.85,Low,None,"No action",TXN005803,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7799,Sales,Sales,"Data Engineer",AUS01,VIC,"Victoria Operations",12453.00,1680.67,1415.88,3874.22,19423.76,149.7,59.2,deals_supported,52,426344.49,373.53,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005804,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7453,Operations,Operations,"Inventory Coordinator",PNG01,VIC,"Victoria Operations",7587.92,1193.07,1301.37,0.00,10082.37,130.7,62.1,flights_supported,47,176304.01,214.52,Medium,None,"No action",TXN005805,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7730,Commercial,Commercial,"FP&A Manager",AUS01,MKT,"Marketing & Sales",7687.54,223.76,777.85,9720.98,18410.13,146.8,61.7,revenue_cases,162,161324.69,113.64,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005806,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8429,IT,IT,"Revenue Analyst",AUS01,OPS,"Operations & Logistics",18146.86,508.20,2336.04,0.00,20991.10,150.9,81.7,tickets_resolved,211,149003.29,99.48,Medium,None,"No action",TXN005807,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1228,Finance,Finance,"Sales Manager",AUS01,WA,"Western Australia Operations",12841.46,562.93,1261.02,0.00,14665.42,173.7,82.6,close_tasks,61,50228.37,240.42,Medium,None,"No action",TXN005808,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5736,Sales,Sales,"Customer Service Lead",NZL01,SA,"South Australia Operations",15800.15,1295.66,1850.91,0.00,18946.73,183.0,74.3,deals_supported,119,368197.49,159.22,Medium,None,"No action",TXN005809,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3028,"Customer Care","Customer Care","Inventory Coordinator",PNG01,OPS,"Operations & Logistics",9947.44,453.07,1145.05,0.00,11545.56,151.1,68.6,cases_resolved,168,133864.67,68.72,Medium,None,"No action",TXN005810,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8768,"Customer Care","Customer Care","Inventory Coordinator",AUS01,NSW,"New South Wales Operations",13485.47,1627.53,1588.68,0.00,16701.68,179.1,88.1,cases_resolved,118,197042.44,141.54,Low,None,"No action",TXN005811,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1004,FP&A,FP&A,"Sales Manager",AUS01,NSW,"New South Wales Operations",7841.74,211.66,1402.12,0.00,9455.52,149.7,70.4,forecast_models,148,191577.10,63.89,High,None,"No action",TXN005812,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7039,Procurement,Procurement,"Revenue Analyst",AUS01,MKT,"Marketing & Sales",8359.48,1809.93,1373.70,0.00,11543.11,121.6,96.3,pos_processed,207,26154.79,55.76,Low,None,"No action",TXN005813,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1360,IT,IT,"Sales Manager",NZL01,HR,"Human Resources",18181.18,872.81,2163.66,0.00,21217.65,180.6,65.5,tickets_resolved,156,178326.20,136.01,Medium,None,"No action",TXN005814,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2531,"Customer Care","Customer Care","Operations Planner",AUS01,IT,"Information Technology",16506.26,1467.82,2677.05,0.00,20651.14,140.8,74.9,cases_resolved,52,249031.72,397.14,Medium,None,"No action",TXN005815,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4472,Commercial,Commercial,"Finance Analyst",AUS01,QLD,"Queensland Operations",12622.97,1979.72,1159.52,0.00,15762.21,161.4,62.9,revenue_cases,84,108979.07,187.65,Low,"Low utilisation high cost","Review allocation / approve exception",TXN005816,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3882,Finance,Finance,"Finance Analyst",PNG01,WA,"Western Australia Operations",14974.93,1031.43,2640.18,0.00,18646.54,157.8,60.7,close_tasks,53,231003.28,351.82,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005817,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5985,"Customer Care","Customer Care","Inventory Coordinator",NZL01,FIN,"Finance & Accounting",16882.29,1332.40,2454.94,0.00,20669.63,177.3,96.7,cases_resolved,132,118407.39,156.59,Medium,None,"No action",TXN005818,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4680,FP&A,FP&A,Controller,AUS01,R&D,"Research & Development",10647.71,1790.63,1048.53,0.00,13486.87,147.5,69.5,forecast_models,165,175635.26,81.74,Medium,None,"No action",TXN005819,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1397,Finance,Finance,"Sales Manager",FJI01,ACT,"Australian Capital Territory",11889.16,2052.76,1059.22,13289.52,28290.67,133.1,94.1,close_tasks,178,184396.58,158.94,High,"Contractor dependency","Review allocation / approve exception",TXN005820,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1739,FP&A,FP&A,"Inventory Coordinator",AUS01,OPS,"Operations & Logistics",5996.02,684.90,1066.40,6846.71,14594.03,183.7,95.9,forecast_models,264,16711.87,55.28,Low,"Contractor dependency","Review allocation / approve exception",TXN005821,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8078,Commercial,Commercial,"Data Engineer",AUS01,FIN,"Finance & Accounting",12415.40,505.83,1936.94,0.00,14858.17,145.3,64.5,revenue_cases,157,256321.45,94.64,Low,"Low utilisation high cost","Review allocation / approve exception",TXN005822,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6126,Commercial,Commercial,"Customer Service Lead",AUS01,MKT,"Marketing & Sales",11515.85,1003.66,1666.56,0.00,14186.08,138.5,94.2,revenue_cases,114,220201.76,124.44,Low,None,"No action",TXN005823,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9677,Finance,Finance,"Procurement Specialist",FJI01,MKT,"Marketing & Sales",11367.07,2151.61,1645.36,0.00,15164.04,142.0,76.1,close_tasks,102,180416.20,148.67,High,None,"No action",TXN005824,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1684,FP&A,FP&A,"Revenue Analyst",AUS01,R&D,"Research & Development",6692.96,1186.44,1118.65,10471.33,19469.38,134.6,57.4,forecast_models,89,162726.07,218.76,Medium,"Low utilisation high cost | Contractor dependency","Review allocation / approve exception",TXN005825,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9274,Finance,Finance,"FP&A Manager",AUS01,NT,"Northern Territory Operations",9200.81,756.35,1094.64,4948.86,16000.66,174.0,95.7,close_tasks,151,230362.31,105.96,High,"Contractor dependency","Review allocation / approve exception",TXN005826,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
